"site_no","dateTime","Flow_Inst","Flow_Inst_cd","Wtemp_Inst","pH_Inst","DO_Inst"
"02336313",2011-05-15 16:45:00,1,"X",NA,7.3,8.8
"02336360",2011-05-17 00:15:00,11,"A e",17.5,7.3,9.1
"02336313",2011-05-14 04:30:00,0.98,"X",22,7.2,6.5
"02336300",2011-05-01 20:45:00,32,"A",22.8,7.3,8.2
"02336410",2011-05-05 22:45:00,28,"A",17.4,7.1,8.8
"02336240",2011-05-25 02:45:00,7.9,"A",23.4,7.1,6.5
"02336410",2011-05-20 21:45:00,14,"A",21.9,NA,9.3
"02336300",2011-05-03 03:00:00,31,"A e",21.6,NA,7
"02337170",2011-05-11 01:00:00,4120,"A",20.5,6.8,8.4
"02336728",2011-05-28 18:30:00,33,"A e",22.8,7,NA
"02336313",2011-05-15 04:45:00,0.98,"X",20.6,7.2,NA
"02336240",2011-05-03 04:15:00,12,"A e",20.3,7.1,7.3
"02336410",2011-05-29 06:15:00,19,"E",23.1,7,6.6
"02336728",2011-05-22 12:45:00,9.3,"E",NA,7.1,NA
"02336526",2011-05-31 12:45:00,4.8,"A",22.5,7.2,NA
"02336120",2011-05-02 10:15:00,16,"E",19.2,7,7.7
"02336526",2011-05-31 20:00:00,4.4,"X",27,7.7,10.2
"02336313",2011-05-24 17:45:00,0.93,"A e",24.9,NA,8.9
"02203700",2011-05-15 21:45:00,4.6,"A",18.9,7.1,9
"02203700",2011-05-26 04:15:00,3.7,"A",23.7,6.8,4.4
"02336120",2011-05-26 00:30:00,11,"A",25.4,7.2,7.3
"02336120",2011-05-07 13:45:00,17,"A",15.7,6.9,8.7
"02336240",2011-05-17 14:00:00,12,"A",15,7.3,9.1
"02203655",2011-05-03 01:45:00,11,"A",21.5,7.1,6.4
"02336300",2011-05-10 09:15:00,31,"X",20.7,7.3,6.9
"02336240",2011-05-18 19:00:00,10,"A",17.9,NA,10.4
"02336120",2011-05-15 10:45:00,13,"X",19,7.2,7.5
"02336313",2011-05-01 16:00:00,1.1,"A",20.2,7.1,8.4
"02336410",2011-05-20 17:30:00,14,"A e",19.7,7.4,9.6
"02336240",2011-05-23 12:15:00,8.5,"A",20.5,7.2,7.1
"02336526",2011-05-06 02:45:00,5.5,"A",17.6,7.1,8.3
"02336313",2011-05-30 10:30:00,0.77,"X",22.4,7.5,5.8
"02336410",2011-05-29 12:00:00,18,"E",22,7,6.9
"02336360",2011-05-14 05:15:00,11,"A",21.9,7,6.9
"02336728",2011-05-13 07:00:00,12,"X",21.3,7.1,7.5
"02203700",2011-05-24 03:45:00,3.7,"A",23.3,6.8,4.2
"02336313",2011-05-29 16:30:00,0.82,"A",23.6,7.4,6.8
"02336120",2011-05-16 21:30:00,13,"A e",18,7.4,9
"02336410",2011-05-05 03:45:00,42,"A",17.6,6.9,8.2
"02203700",2011-05-10 21:00:00,4.9,"A",26.4,7.3,10.2
"02336120",2011-05-04 15:15:00,71,"E",16.6,6.7,8.5
"02203700",2011-05-16 12:45:00,NA,"E",16.3,6.9,6
"02203655",2011-05-28 20:30:00,17,"A",22.4,6.5,7.2
"02336120",2011-05-06 22:00:00,19,"A",18.8,7.1,8.8
"02203655",2011-05-05 06:30:00,17,"A",NA,7.1,7.5
"02336300",2011-05-12 01:15:00,29,"X",24.5,7.5,7.2
"02203700",2011-05-01 08:15:00,6.1,"A",17.8,NA,6.7
"02336410",2011-05-15 16:45:00,16,"A e",NA,7.3,8.9
"02337170",2011-05-10 21:30:00,4270,"A",20.9,6.8,8.3
"02336240",2011-05-27 12:15:00,1170,"A",19.5,6.6,8.6
"02336300",2011-05-12 15:15:00,28,"E",22.6,7.4,8
"02336526",2011-05-25 04:00:00,5,"X",23.8,8,7
"02336410",2011-05-30 09:30:00,15,"A",23.5,7,6.6
"02336313",2011-05-31 20:15:00,0.69,"A",26.9,7.2,7
"02336240",2011-05-12 13:00:00,11,"A",20.8,NA,7.4
"02337170",2011-05-03 10:15:00,3960,"X",15.5,6.9,9.9
"02336728",2011-05-03 06:45:00,15,"A",19.9,7,7.7
"02336300",2011-05-21 15:00:00,24,"E",20.2,7.4,8.2
"02336120",2011-05-09 13:00:00,16,"E",18.6,7.1,8.1
"02337170",2011-05-28 20:45:00,2560,"X",21.7,6.8,7.5
"02336120",2011-05-07 18:15:00,18,"E",17.9,7.2,9.1
"02336526",2011-05-25 11:30:00,3.1,"A e",21.4,7.4,6.1
"02337170",2011-05-08 00:00:00,2640,"A",15.3,6.9,9.6
"02336526",2011-05-01 20:45:00,4.2,"X",22.7,6.9,9.9
"02336240",2011-05-16 00:15:00,10,"A",18.2,7.3,8.2
"02336120",2011-05-07 21:45:00,18,"X",19.7,7.1,8.9
"02336240",2011-05-16 06:00:00,10,"E",17.2,7.2,7.8
"02336120",2011-05-29 16:30:00,17,"A",22.8,6.9,7.4
"02337170",2011-05-17 17:00:00,2590,"A",15.8,7.1,9.4
"02336300",2011-05-25 19:15:00,21,"A",26.4,7.5,8.7
"02336360",2011-05-24 12:45:00,8.7,"E",21.3,7.1,7
"02336240",2011-05-30 13:45:00,12,"A",22.4,7.1,7.3
"02336300",2011-05-07 12:00:00,36,"A",15.2,7.3,8
"02336300",2011-05-16 09:30:00,26,"E",17,7.5,7.7
"02337170",2011-05-24 14:45:00,2670,"E",20.6,7.1,8.5
"02336120",2011-06-01 00:15:00,12,"X",26.6,7,7.1
"02337170",2011-05-03 18:30:00,7200,"A",13.9,6.8,10.3
"02337170",2011-05-22 10:45:00,2280,"A",NA,6.9,9.6
"02337170",2011-05-26 09:15:00,1760,"A",20.1,7.1,8.5
"02336410",2011-05-20 00:45:00,15,"A",18.5,7.3,8.9
"02203700",2011-05-10 05:15:00,4.9,"E",21.2,7.3,3.6
"02336360",2011-05-30 00:15:00,7.2,"A",25.1,7,7
"02336120",2011-05-01 10:15:00,17,"X",18.2,7.1,7.8
"02336300",2011-05-24 12:30:00,21,"A",21.9,7.4,6.8
"02203655",2011-05-04 14:30:00,37,"A",16,7,8.1
"02336410",2011-05-29 13:00:00,19,"E",22,7,7
"02336526",2011-05-19 07:45:00,3.6,"A e",15.6,7.7,8.3
"02336240",2011-05-16 02:30:00,10,"A",17.7,7.3,7.8
"02336240",2011-05-27 17:30:00,128,"E",20.7,6.8,8
"02336526",2011-05-14 00:00:00,3.6,"A e",23.8,8.4,9.7
"02336360",2011-05-30 20:45:00,6.6,"A",27.4,7.1,7.7
"02336300",2011-05-23 00:30:00,22,"A e",25.3,7.4,7.5
"02336526",2011-05-24 02:15:00,NA,"X",24.3,8.9,9
"02336526",2011-05-25 08:30:00,3.1,"X",22.2,7.5,6.2
"02336526",2011-05-03 02:00:00,4.2,"A e",23,7.2,7.4
"02336728",2011-05-21 08:45:00,9.7,"A",18.2,7.1,8
"02336728",2011-05-26 17:30:00,7.8,"A",23.8,7.2,8.8
"02336526",2011-05-30 21:00:00,4.8,"A e",NA,7.7,9.3
"02336300",2011-05-09 22:00:00,31,"E",23.6,7.3,8.4
"02336313",2011-05-21 03:00:00,0.93,"A",NA,7.1,6.9
"02336240",2011-05-27 21:15:00,62,"A",21.8,6.9,7.7
"02336120",2011-05-07 06:00:00,18,"X",16.8,7.1,8.3
"02336120",2011-05-23 01:45:00,11,"A",24,7.2,7.1
"02336410",2011-05-08 18:00:00,21,"E",19.6,7.2,9
"02336526",2011-05-07 11:30:00,4.8,"A",14.8,7.1,8.4
"02336300",2011-05-06 20:00:00,38,"A",NA,7.3,8.6
"02336120",2011-05-06 11:00:00,19,"A",15.1,7,8.6
"02336120",2011-05-16 11:00:00,13,"A e",16.8,7.2,8.1
"02336360",2011-05-25 02:30:00,NA,"X",23.8,7.2,6.7
"02336120",2011-05-24 23:45:00,9.9,"A e",25.1,7.1,7.6
"02203700",2011-05-17 13:00:00,4.2,"E",14.7,6.9,6.2
"02336410",2011-05-19 15:15:00,15,"A",15.3,7.3,9.6
"02336526",2011-05-31 16:00:00,4.6,"A",23.6,7.3,8.8
"02203655",2011-05-03 02:15:00,NA,"A e",21.5,7.1,6.3
"02336410",2011-05-05 11:45:00,34,"A",15,6.9,8.8
"02336360",2011-05-01 09:15:00,14,"A e",18.3,7,7.6
"02336526",2011-05-15 05:15:00,3.6,"A",21.3,7.6,6.7
"02336300",2011-05-14 18:15:00,26,"A",22.6,7.6,8.6
"02336410",2011-05-18 02:00:00,16,"A",15.6,7.3,9.1
"02336313",2011-05-12 02:30:00,0.93,"A",23.8,7.2,6
"02203655",2011-05-23 18:15:00,8.2,"A",NA,7,7.3
"02336526",2011-05-12 23:45:00,3.6,"A",26,8.4,9.5
"02336410",2011-05-21 22:30:00,14,"A e",23.3,7.4,8.4
"02336300",2011-05-09 18:00:00,31,"E",22.1,7.3,8.6
"02337170",2011-05-22 17:00:00,1590,"E",17.4,6.9,9.3
"02336300",2011-05-01 21:00:00,32,"A e",22.8,7.3,8.2
"02336300",2011-05-18 23:30:00,27,"A",18,7.6,9.3
"02336410",2011-05-22 10:00:00,14,"A",20.8,7.2,7.2
"02336360",2011-05-19 08:00:00,10,"X",15.3,7,8.5
"02336360",2011-05-19 19:15:00,10,"E",19.5,7.4,10.5
"02336313",2011-05-17 04:45:00,1.1,"A",NA,7.2,7.2
"02336728",2011-05-20 06:30:00,10,"E",16.5,7.1,8.6
"02203700",2011-05-22 18:15:00,3.9,"A",24.4,7,8.5
"02336300",2011-05-14 01:00:00,27,"X",23.4,7.5,7.4
"02336300",2011-05-19 07:15:00,26,"A",15.8,7.4,8.2
"02336300",2011-05-21 02:00:00,25,"A",NA,7.4,7.7
"02336240",2011-05-21 03:30:00,9.2,"A",19.9,7.2,7.3
"02203655",2011-05-17 15:30:00,9.6,"X",15.4,7.1,8.8
"02336526",2011-05-15 20:00:00,3.6,"A e",18.9,7.7,11.1
"02336410",2011-05-28 15:00:00,28,"A",21.5,7,7.4
"02337170",2011-05-28 03:30:00,4330,"A",20.5,6.6,7.3
"02336728",2011-05-03 13:15:00,15,"A",20.3,7,7.8
"02336410",2011-05-31 10:45:00,13,"A",23.6,7,6.4
"02336526",2011-05-26 08:15:00,3.1,"A",23.2,7.5,6
"02336300",2011-05-12 03:15:00,NA,"X",23.8,7.4,NA
"02336120",2011-05-01 08:00:00,17,"A e",18.6,7.1,7.8
"02336300",2011-05-01 13:00:00,31,"A",18.2,7.2,7.4
"02336300",2011-05-08 21:30:00,32,"X",21.3,7.2,7.9
"02336526",2011-05-14 13:45:00,3.6,"E",20.6,7.2,7.1
"02336360",2011-05-16 16:30:00,11,"A",17.3,7.3,9.6
"02336410",2011-05-09 04:00:00,21,"A",19.9,7.1,7.6
"02336300",2011-05-01 12:30:00,31,"A",18.2,7.2,7.3
"02336728",2011-05-03 00:15:00,16,"X",21.5,7.1,7.9
"02336120",2011-05-04 17:45:00,57,"A",17.7,6.8,8.5
"02336410",2011-05-18 10:15:00,NA,"E",14.2,7.2,9.1
"02336313",2011-05-05 09:15:00,1.4,"A",13.8,6.9,8
"02337170",2011-05-14 18:15:00,4680,"X",15.5,6.8,9.4
"02203700",2011-05-25 03:30:00,3.7,"A",23.4,6.8,4.4
"02336120",2011-05-19 14:00:00,12,"A e",15.1,7.3,8.9
"02336120",2011-05-10 08:30:00,15,"A",20.3,7.1,7.5
"02336360",2011-05-08 03:45:00,13,"A e",18.4,7.1,8
"02336728",2011-05-16 13:30:00,11,"A",16.7,7.1,8.6
"02336240",2011-05-15 23:00:00,10,"A",18.5,7.3,8.5
"02336526",2011-05-16 00:45:00,3.8,"A",18.4,8,9.7
"02336120",2011-05-08 00:45:00,17,"A",19.2,7.1,8.4
"02336728",2011-05-04 04:45:00,369,"A",18.3,6.7,NA
"02336240",2011-05-14 17:45:00,10,"X",22.1,7.3,8.8
"02336728",2011-05-25 13:45:00,8.2,"A",20.8,7.1,7.8
"02336728",2011-05-23 15:30:00,8.9,"A",22.1,7.2,8.5
"02336313",2011-05-08 01:00:00,1,"A",19.7,7.2,7.5
"02203655",2011-05-05 14:45:00,15,"X",14.4,7.1,8.3
"02336240",2011-05-16 02:00:00,NA,"A",17.8,NA,7.9
"02336313",2011-05-29 02:00:00,0.77,"E",23.8,7.4,5.8
"02336313",2011-05-13 05:15:00,0.98,"A",22.5,7.2,6.1
"02203655",2011-05-07 00:30:00,12,"A e",18.3,7.2,7.4
"02203700",2011-05-08 00:30:00,5.1,"X",20.6,7.1,4
"02336313",2011-05-30 01:15:00,0.73,"A",25.5,7.3,5.6
"02336360",2011-05-07 23:45:00,NA,"A",19.3,7.2,8.5
"02336120",2011-05-30 04:45:00,15,"E",24.3,6.9,6.7
"02336313",2011-05-02 20:00:00,1,"E",23.1,7.1,7.6
"02203700",2011-05-20 08:30:00,4,"A",17.3,6.8,5.1
"02336728",2011-05-30 03:45:00,17,"X",22.8,7,7.4
"02336410",2011-05-19 02:00:00,15,"A e",16.3,7.3,9.1
"02336120",2011-05-08 03:30:00,17,"A e",18.4,7.1,8.2
"02336360",2011-05-04 05:00:00,331,"E",18.3,6.7,8
"02203700",2011-05-17 12:00:00,4.4,"A e",14.7,NA,5.7
"02336120",2011-05-22 11:00:00,11,"A",20.2,7.2,7.2
"02336313",2011-05-24 23:15:00,0.87,"A e",24.8,7.2,7
"02336526",2011-05-04 01:00:00,255,"A",19,6.8,8
"02203655",2011-06-01 02:30:00,8.8,"A",25,7,6
"02336410",2011-05-09 18:00:00,NA,"A e",21.4,7.2,8.6
"02203655",2011-05-21 22:00:00,8.5,"X",21.3,7,7.6
"02336240",2011-05-08 13:00:00,12,"X",16.4,7.2,8.3
"02336300",2011-05-12 05:30:00,30,"A",23.2,7.4,6.6
"02336300",2011-05-02 05:45:00,31,"E",20.4,7.2,7
"02336313",2011-05-29 00:45:00,0.77,"A",NA,7.4,5.9
"02336728",2011-05-21 05:00:00,NA,"A",19.1,7.1,7.9
"02336313",2011-05-31 18:30:00,0.77,"A",26.4,7.2,6.8
"02336120",2011-05-09 20:00:00,16,"A e",21.9,7.3,8.9
"02336360",2011-05-22 23:00:00,9.8,"A",24.8,7.4,8
"02337170",2011-05-02 10:00:00,3060,"A",15.4,6.9,9.9
"02336360",2011-05-04 01:45:00,177,"A",18.7,6.7,8
"02336360",2011-05-29 09:30:00,8.4,"E",22.2,6.9,6.6
"02336526",2011-05-19 00:45:00,3.8,"A",NA,8.9,11.7
"02336728",2011-05-20 21:15:00,11,"X",22.8,NA,8.9
"02336313",2011-05-14 13:15:00,1,"A e",20.4,7.2,7.2
"02336410",2011-05-27 00:00:00,36,"A e",23.2,7.2,NA
"02336410",2011-05-18 20:45:00,15,"A",17.2,7.5,10.3
"02336526",2011-05-23 09:30:00,3.6,"A e",21.9,7.5,6.1
"02336300",2011-05-06 17:45:00,38,"X",17.7,7.3,8.6
"02336526",2011-05-26 17:45:00,2.8,"A",23.7,7.9,9.8
"02336526",2011-05-18 08:30:00,3.8,"E",14.5,7.3,8.2
"02336410",2011-05-07 21:15:00,22,"A",19.2,7.2,8.8
"02337170",2011-05-03 02:30:00,4390,"X",15.5,6.8,10
"02336240",2011-05-18 17:30:00,10,"A",17,7.4,10.2
"02336526",2011-05-24 04:00:00,5.7,"A",23.8,8.3,7.2
"02336313",2011-05-18 06:00:00,1,"A",14.7,7.1,7.4
"02336240",2011-05-24 07:45:00,8.2,"A e",21.7,7.2,6.8
"02336120",2011-05-29 10:00:00,18,"E",22,6.8,6.9
"02336313",2011-05-09 19:15:00,1,"A",23.5,NA,8.9
"02337170",2011-05-31 17:30:00,1270,"A",24.4,6.9,7.2
"02337170",2011-05-04 07:30:00,6340,"A",15.2,6.8,9.7
"02203700",2011-05-20 16:00:00,4,"X",19.1,7,8
"02203655",2011-05-31 18:30:00,9.6,"A",23.9,7.2,7
"02203700",2011-05-14 18:30:00,4.6,"A",22.8,7.3,10.7
"02336360",2011-05-19 13:45:00,10,"A",14.8,7.1,9.2
"02336728",2011-05-04 21:30:00,38,"A",18.6,6.9,8.5
"02336240",2011-05-29 08:15:00,15,"E",21.3,7,7.1
"02336120",2011-05-17 05:45:00,13,"A",16.4,7.2,8.3
"02336240",2011-05-27 11:00:00,1380,"A",19.5,6.6,8.6
"02336313",2011-05-29 17:15:00,0.82,"A",24.3,7.4,7.2
"02336410",2011-05-03 01:15:00,21,"A",21.6,6.8,7.4
"02336410",2011-05-20 16:00:00,14,"A",18.2,NA,9.1
"02336360",2011-05-13 16:30:00,11,"A",22.4,7.2,8.7
"02336526",2011-05-21 22:00:00,3.5,"A",23.9,9,12.1
"02336300",2011-05-24 01:00:00,21,"A",24.9,7.4,7.3
"02336240",2011-05-27 13:00:00,917,"A",19.6,6.6,8.6
"02336526",2011-05-11 13:00:00,4,"A e",20.6,7,7
"02336526",2011-05-07 11:45:00,4.8,"E",14.7,7.1,8.4
"02336120",2011-05-12 06:45:00,14,"A",22.3,7.2,7.1
"02336313",2011-05-10 02:15:00,0.98,"A e",22.5,7.2,6.7
"02203655",2011-05-25 08:30:00,NA,"X",21.9,6.9,5.4
"02203700",2011-05-22 12:15:00,3.9,"A",19.3,6.8,4.8
"02203655",2011-05-03 23:45:00,102,"A",20.6,7.1,6.7
"02203655",2011-05-06 08:30:00,12,"A",15.5,7.2,7.9
"02336360",2011-05-29 05:45:00,8.7,"A",23.1,6.9,6.4
"02336410",2011-05-11 12:45:00,NA,"A",21.4,7,7.3
"02203700",2011-05-12 21:30:00,4.4,"A",26.7,7.3,10
"02337170",2011-05-04 18:00:00,6370,"A",16.3,6.6,8.5
"02336526",2011-05-07 15:45:00,4.8,"A",15.9,7.2,9.9
"02337170",2011-06-01 02:45:00,1260,"A e",26.2,6.9,7.1
"02336240",2011-05-31 18:00:00,11,"A",26.1,7.1,8.1
"02336728",2011-05-31 09:00:00,13,"X",22.9,7,7.3
"02336120",2011-05-10 05:15:00,15,"X",20.9,7.1,7.6
"02336120",2011-05-08 04:30:00,17,"E",18.1,7.1,8.2
"02336313",2011-05-06 14:00:00,1.2,"E",14.5,7.1,9.3
"02203700",2011-05-13 11:30:00,4.4,"A",19.9,NA,4.5
"02336120",2011-05-10 23:45:00,16,"E",23.8,7.2,8
"02336300",2011-05-07 13:30:00,36,"X",15.4,7.3,8.2
"02203700",2011-05-15 09:00:00,4.2,"A",18.8,6.9,4.8
"02336240",2011-05-10 07:00:00,11,"A",20.1,7.2,7.4
"02336120",2011-05-13 12:45:00,13,"A",21.3,7.1,7.3
"02337170",2011-05-27 06:00:00,2210,"A",20.7,6.8,7.8
"02336120",2011-05-18 01:45:00,NA,"A",15.9,7.3,8.8
"02336120",2011-05-17 22:00:00,14,"E",16.6,7.3,9.2
"02336300",2011-05-18 22:15:00,27,"A",18.3,7.6,9.6
"02336120",2011-05-31 23:45:00,12,"A",26.8,7,7.2
"02336360",2011-05-07 03:00:00,14,"A e",17.7,7.1,8.1
"02336410",2011-05-14 22:30:00,16,"A",22.5,7.4,8.1
"02336410",2011-05-03 08:15:00,21,"A",20.7,6.8,6.9
"02336526",2011-05-24 22:15:00,3.1,"X",25.4,9,12.1
"02336728",2011-05-28 18:45:00,33,"A",22.9,7,NA
"02336360",2011-05-07 04:15:00,14,"A",17.3,7.1,8.1
"02203700",2011-05-10 20:00:00,4.9,"A",26.1,7.3,10.7
"02336360",2011-05-29 17:45:00,7.8,"A",24.4,7,7.6
"02336240",2011-05-12 03:30:00,11,"E",22.7,7.1,6.8
"02336526",2011-05-22 17:00:00,3.6,"A",22,8,10.2
"02336120",2011-05-14 08:30:00,13,"A",21.1,7.2,7.2
"02337170",2011-05-09 12:15:00,1390,"X",18.2,6.9,8.2
"02203655",2011-05-18 07:15:00,8.8,"A",15.1,7,8.1
"02337170",2011-05-18 21:45:00,4580,"A e",13.6,6.8,NA
"02336360",2011-05-15 08:15:00,11,"A",20,7.1,7.3
"02336240",2011-05-28 19:00:00,20,"A",23.7,7,7.5
"02336300",2011-05-16 23:00:00,29,"A e",18.4,7.6,8.6
"02336360",2011-05-13 22:15:00,11,"E",23.5,7.3,8.6
"02336240",2011-05-11 09:30:00,11,"A",20.8,7.1,7.1
"02336240",2011-05-12 13:15:00,11,"X",20.9,7.2,7.5
"02336728",2011-05-28 02:00:00,58,"X",22.1,6.7,7.4
"02336410",2011-05-07 15:45:00,22,"A",16.4,7,9
"02336526",2011-05-11 15:45:00,4,"A e",21.5,7.2,9
"02336120",2011-05-21 10:45:00,12,"A",18.9,7.1,7.5
"02337170",2011-05-12 03:00:00,4710,"A",17.4,6.8,9.2
"02336526",2011-05-26 18:00:00,2.8,"A",23.8,8,10
"02203655",2011-05-31 06:15:00,8.8,"A",24.4,7.2,6.1
"02336526",2011-05-17 12:00:00,4,"A",15.1,7.2,7.9
"02336240",2011-05-27 06:00:00,247,"A e",21.1,6.7,7.7
"02336526",2011-05-20 12:45:00,3.6,"X",NA,7.5,7.8
"02336120",2011-05-14 09:00:00,13,"A",21.1,7.2,7.2
"02336300",2011-05-16 20:30:00,30,"A",18.7,7.6,9.1
"02336313",2011-05-21 22:00:00,0.98,"A e",NA,7.2,7.6
"02336120",2011-05-02 23:45:00,16,"E",22.1,7.2,8
"02203700",2011-05-11 12:15:00,4.6,"A",20,NA,4.6
"02337170",2011-05-10 10:15:00,1430,"X",20.7,6.9,7.7
"02336410",2011-05-26 06:45:00,11,"A e",23.5,7.2,6.7
"02336526",2011-05-21 11:45:00,3.6,"A",19,7.5,6.9
"02336120",2011-05-31 02:15:00,13,"A",25.6,7,6.6
"02336526",2011-05-19 03:45:00,3.6,"A e",16.8,8.5,9.4
"02336313",2011-05-09 23:45:00,0.98,"A e",23.5,7.2,7.3
"02336728",2011-05-30 09:30:00,16,"X",NA,7,7.3
"02336313",2011-05-24 02:30:00,0.87,"A",23.6,7.1,6
"02337170",2011-05-23 17:30:00,1600,"A",21.1,7.1,8.4
"02336360",2011-05-15 05:15:00,11,"A",20.7,7.1,7.3
"02336120",2011-05-10 13:45:00,15,"E",20,7.2,7.8
"02336120",2011-05-06 08:45:00,19,"X",15.6,7,8.5
"02336360",2011-05-20 02:30:00,10,"A",18.5,NA,8.4
"02336526",2011-05-04 02:30:00,437,"A",18,6.6,8.2
"02336728",2011-05-20 21:00:00,10,"A e",22.8,7.3,NA
"02336728",2011-05-23 11:00:00,8.9,"A",20.3,7.1,7.5
"02336410",2011-05-05 22:00:00,28,"E",17.4,7.1,8.8
"02336240",2011-05-08 14:00:00,12,"A",16.7,7.2,8.4
"02336526",2011-05-03 00:45:00,4.2,"X",23.5,7.3,8.1
"02337170",2011-05-15 15:15:00,2180,"X",15.4,7,9.5
"02336410",2011-05-18 04:00:00,16,"A",15.4,7.2,9
"02337170",2011-05-31 14:15:00,1280,"A",23.9,6.9,6.8
"02336120",2011-05-23 13:45:00,11,"E",21.3,7.1,7.3
"02336313",2011-05-07 00:30:00,1.1,"A e",18.7,7.2,7.8
"02336360",2011-05-06 03:45:00,15,"X",16.9,7.1,8.1
"02336240",2011-05-14 01:15:00,10,"A",22.6,7.2,7
"02336728",2011-05-02 08:15:00,15,"X",19.3,7,7.8
"02203655",2011-05-18 06:30:00,9.2,"A",15.3,7,8.2
"02336526",2011-05-18 07:00:00,3.6,"X",14.9,7.4,8.3
"02336313",2011-05-25 00:15:00,0.87,"A",24.6,7.2,6.4
"02203655",2011-05-02 07:30:00,11,"A",20,7.1,6.4
"02336120",2011-05-12 01:15:00,15,"A",24.2,7.2,7.4
"02336526",2011-05-26 10:00:00,3,"A e",22.8,7.4,5.8
"02336728",2011-05-20 15:45:00,10,"A",18.8,7.2,9.2
"02203655",2011-05-24 01:30:00,8.2,"A",23.1,7,6.4
"02336240",2011-05-12 04:00:00,11,"E",22.5,7.1,6.8
"02336120",2011-05-03 07:00:00,16,"A",20.4,7.1,7.5
"02203700",2011-05-16 23:15:00,7.9,"A",18.8,7.1,NA
"02336300",2011-05-10 14:45:00,30,"X",20.9,7.3,8
"02336120",2011-05-18 02:00:00,14,"A e",15.8,7.3,8.8
"02336240",2011-06-01 00:45:00,10,"A",25.5,7,6.8
"02336300",2011-05-10 09:30:00,31,"A",20.6,7.3,7
"02337170",2011-05-30 13:15:00,1350,"X",22.6,6.8,7.1
"02336313",2011-05-22 06:30:00,0.93,"A",20.9,7.1,6.3
"02203700",2011-05-24 23:00:00,3.7,"A e",25.4,7,7.2
"02336410",2011-05-13 22:15:00,16,"E",23.5,7.4,8.4
"02336526",2011-05-26 02:45:00,5.2,"A e",24.8,8.5,7.7
"02336526",2011-05-26 23:00:00,222,"X",24.1,8.2,8.5
"02336526",2011-05-05 03:45:00,6.9,"A",16.9,6.9,8
"02336300",2011-05-25 02:30:00,21,"A e",24.7,7.4,6.8
"02336526",2011-05-08 15:00:00,4.6,"A e",16.9,7.2,9.4
"02203655",2011-05-02 02:45:00,11,"A e",21,7.1,6.3
"02336410",2011-05-06 07:30:00,26,"A",16.1,7,8.5
"02336240",2011-05-21 07:45:00,8.9,"A",18.7,7.2,7.5
"02203700",2011-05-16 11:00:00,4.4,"A",16.3,6.9,5.2
"02336313",2011-05-09 22:45:00,0.98,"A e",23.7,7.2,NA
"02336240",2011-05-12 02:30:00,11,"X",23,7.1,6.8
"02336360",2011-05-25 04:45:00,9.1,"A",23.1,7.1,6.6
"02336313",2011-05-19 01:30:00,1,"X",17.3,NA,7.6
"02336410",2011-05-13 00:30:00,17,"A",24.1,7.2,7.4
"02336240",2011-05-01 10:15:00,13,"A",17.6,7.1,7.6
"02336240",2011-05-17 03:15:00,11,"E",NA,7.3,8.1
"02336313",2011-05-20 11:00:00,NA,"A",16.2,7.2,7
"02336360",2011-05-12 01:15:00,11,"A",24.1,7.1,7.2
"02336526",2011-05-19 04:45:00,3.6,"A",16.5,8.2,8.9
"02336240",2011-05-03 21:45:00,12,"X",21.5,7.2,7.7
"02336526",2011-05-20 19:30:00,3.5,"A",21.5,8.6,12.2
"02336300",2011-05-13 09:45:00,NA,"A",22,7.4,6.6
"02336300",2011-05-13 04:45:00,27,"A e",23.3,7.4,6.6
"02336313",2011-05-14 09:30:00,1,"A",20.6,7.2,6.6
"02336410",2011-06-01 02:45:00,12,"A e",25.6,7.1,6.4
"02336240",2011-05-22 15:30:00,8.9,"E",21.2,7.3,8.7
"02203655",2011-05-17 06:15:00,10,"A",16.6,7.1,8.1
"02336360",2011-05-05 22:15:00,16,"X",18,7.1,8.6
"02336526",2011-05-25 19:30:00,3,"E",24.8,8.5,11.8
"02336240",2011-05-09 18:45:00,12,"A",22.8,7.3,9.1
"02336410",2011-05-29 17:00:00,17,"A e",23.6,7.1,7.5
"02336728",2011-05-28 14:30:00,36,"A",20.5,6.9,7.8
"02336526",2011-05-03 15:30:00,4.2,"A",20.4,7.1,8.3
"02336360",2011-05-04 03:45:00,485,"A",18.9,6.8,7.8
"02336240",2011-05-18 21:45:00,NA,"A",17.4,7.4,9.7
"02336120",2011-05-13 23:45:00,13,"E",23.3,7.3,NA
"02336410",2011-05-10 21:45:00,19,"A",24,7.3,8.1
"02336526",2011-05-11 20:00:00,4,"A e",25.5,8,10.9
"02203700",2011-05-01 12:45:00,6.1,"X",16.8,7,7.5
"02336120",2011-05-10 22:45:00,16,"A e",24,7.3,NA
"02336526",2011-05-01 04:00:00,4.2,"E",20.5,6.9,6.7
"02336300",2011-05-10 15:30:00,31,"X",21.4,7.3,8.3
"02336300",2011-05-23 04:45:00,23,"A",23.5,7.3,6.6
"02336120",2011-05-11 15:15:00,15,"A e",21.6,7.3,7.9
"02337170",2011-05-15 03:15:00,4590,"A",14.4,6.8,9.9
"02336410",2011-05-02 04:15:00,22,"A e",20.5,6.8,7.2
"02337170",2011-05-18 20:30:00,4380,"X",13.6,6.9,10
"02336240",2011-05-16 18:30:00,10,"X",17.7,7.4,9.5
