"site_no","dateTime","Flow","Flow_cd","Wtemp","pH","DO","Wtemp_F"
"02336313","2011-05-17 00:15:00",1.4,"A",17.3,7.4,8.4,63.14
"02336240","2011-05-22 18:00:00",9.2,"A",24.3,7.4,9.7,75.74
"02336120","2011-05-28 19:45:00",25,"A",24.3,6.8,7.3,75.74
"02336526","2011-05-17 16:00:00",3.8,"A e",15.6,7.4,10.3,60.08
"02336240","2011-05-15 19:30:00",10,"A e",19.1,7.4,9.1,66.38
"02336526","2011-05-19 06:00:00",3.6,"A",16.1,7.9,8.5,60.98
"02203700","2011-05-21 07:30:00",4.9,"A",19.1,6.8,5.1,66.38
"02336300","2011-05-09 22:15:00",31,"A",23.6,7.3,8.4,74.48
"02336120","2011-05-06 00:30:00",22,"A",17.6,7,8.6,63.68
"02336240","2011-05-12 13:30:00",11,"A",21,7.2,7.6,69.8
"02203700","2011-05-18 01:00:00",4.6,"A",16.1,6.9,6.2,60.98
"02203655","2011-05-23 22:45:00",8.2,"A e",22.9,7,6.9,73.22
"02336240","2011-05-14 15:30:00",10,"A",21,7.2,8.2,69.8
"02336360","2011-05-24 16:00:00",8.7,"A e",22.4,7.2,8.1,72.32
"02203700","2011-05-14 09:15:00",4.4,"A",20.5,6.8,4.4,68.9
"02336240","2011-05-22 20:45:00",8.9,"A",25.2,7.4,9,77.36
"02336313","2011-05-10 14:15:00",1,"A e",20.7,7.2,NA,69.26
"02336300","2011-05-20 18:45:00",25,"A",21.8,7.6,9.4,71.24
"02336240","2011-05-18 10:45:00",11,"A",13.6,7.3,8.7,56.48
"02337170","2011-05-15 12:45:00",2250,"A",15.2,6.9,9.6,59.36
"02336120","2011-05-21 01:15:00",12,"A",21.3,7,7.8,70.34
"02337170","2011-05-23 02:30:00",1410,"A",20.1,6.8,8.6,68.18
"02336410","2011-05-31 23:15:00",12,"A",26.6,7.2,7.1,79.88
"02336410","2011-05-13 07:15:00",17,"A e",22.4,7.1,6.7,72.32
"02336300","2011-05-10 03:15:00",31,"A",21.8,7.3,7.2,71.24
"02336526","2011-05-31 10:30:00",4.8,"A",22.8,7.1,NA,73.04
"02336313","2011-05-28 10:15:00",0.98,"A",20,7.3,6.3,68
"02337170","2011-05-31 06:30:00",1270,"A e",24.8,6.8,6.9,76.64
"02336240","2011-05-13 13:30:00",10,"A",20.9,7.2,7.6,69.62
"02203655","2011-05-17 07:30:00",9.6,"A e",16.4,7.1,8.1,61.52
"02337170","2011-05-28 09:30:00",2960,"A",20.3,6.6,7.3,68.54
"02336728","2011-05-23 20:00:00",9.3,"A",25.2,7.3,8.9,77.36
"02336240","2011-05-30 21:00:00",11,"A e",26.1,7.1,NA,78.98
"02203700","2011-05-22 23:30:00",3.9,"A",25.4,6.9,6.1,77.72
"02336526","2011-05-19 11:45:00",3.6,"A",14.4,7.5,8.2,57.92
"02336240","2011-05-21 01:45:00",9.2,"A e",20.4,7.2,7.4,68.72
"02336410","2011-05-01 17:15:00",22,"A",19.9,6.9,8.5,67.82
"02336360","2011-05-02 16:00:00",14,"A",19.7,7.1,8.5,67.46
"02203655","2011-05-23 18:45:00",7.8,"A",22.7,7,7.4,72.86
"02336526","2011-05-07 20:00:00",4.8,"A",20.2,7.6,10.9,68.36
"02336240","2011-05-09 00:15:00",12,"A",20,7.2,7.9,68
"02203700","2011-05-08 16:00:00",5.1,"A",19.1,7.3,NA,66.38
"02336313","2011-05-08 01:45:00",1,"A",19.4,7.2,7.5,66.92
"02336120","2011-05-21 00:00:00",12,"A",21.7,7,8.2,71.06
"02337170","2011-05-24 16:00:00",2870,"A",20.6,NA,8.6,69.08
"02336120","2011-05-25 05:30:00",9.6,"A e",23.4,NA,6.7,74.12
"02336410","2011-05-20 02:30:00",15,"A",18.3,7.3,8.6,64.94
"02336410","2011-05-14 09:45:00",16,"A",21.3,7.1,7.2,70.34
"02336300","2011-05-23 08:30:00",22,"A",22.4,NA,6.6,72.32
"02336300","2011-05-07 02:45:00",38,"A",17.4,7.3,8,63.32
"02336360","2011-05-18 06:45:00",10,"A",NA,7.1,8.9,NA
"02336360","2011-05-01 22:00:00",14,"A e",21.8,7.2,8.6,71.24
"02336300","2011-05-22 02:00:00",24,"A",23.1,7.4,7.3,73.58
"02336313","2011-05-14 13:30:00",1,"A",NA,7.2,7.5,NA
"02337170","2011-05-03 12:30:00",4830,"A",15.3,6.9,9.8,59.54
"02336313","2011-05-11 18:00:00",1,"A",25,7.3,8.9,77
"02336300","2011-05-21 16:00:00",23,"A",21,7.4,8.5,69.8
"02203655","2011-05-06 22:30:00",12,"A",17.9,7.2,7.6,64.22
"02337170","2011-05-05 02:00:00",6880,"A",14.5,6.7,NA,58.1
"02337170","2011-05-22 22:15:00",1420,"A",19.8,6.9,9,67.64
"02203655","2011-05-18 21:15:00",9.2,"A",16.1,7.1,9.2,60.98
"02203700","2011-05-11 12:00:00",4.6,"A e",19.9,7.4,4.5,67.82
"02336360","2011-05-05 07:15:00",19,"A",16.6,6.9,8.1,61.88
"02336300","2011-05-10 06:00:00",31,"A",21.2,7.3,7.1,70.16
"02337170","2011-05-28 12:30:00",2670,"A",20.2,6.8,7.5,68.36
"02336728","2011-05-30 10:15:00",16,"A",NA,7,7.3,NA
"02336526","2011-05-04 17:15:00",11,"A e",17.2,6.8,9.3,62.96
"02336526","2011-05-11 11:15:00",4,"A",20.8,7,6.5,69.44
"02336240","2011-05-08 07:45:00",12,"A",16.8,7.2,8.1,62.24
"02203655","2011-05-21 12:30:00",8.2,"A e",18.5,7,7.1,65.3
"02336410","2011-05-12 17:15:00",17,"A",23.4,7.2,8.3,74.12
"02336728","2011-05-27 02:30:00",377,"A",23,6.5,6.2,73.4
"02336300","2011-05-21 17:15:00",23,"A",22,7.4,8.8,71.6
"02203655","2011-05-28 05:15:00",32,"A",21.3,6.4,7,70.34
"02336120","2011-05-26 04:30:00",11,"A",24.1,7.1,6.7,75.38
"02336728","2011-05-23 19:15:00",8.9,"A e",24.8,7.3,9,76.64
"02336300","2011-05-19 05:15:00",27,"A e",16.2,7.4,8.2,61.16
"02203655","2011-05-21 02:15:00",8.2,"A e",20.6,7,7.1,69.08
"02203700","2011-05-26 12:45:00",3.7,"A",21.5,6.8,5.2,70.7
"02336410","2011-05-15 23:45:00",16,"A e",18.6,NA,8.4,65.48
"02336728","2011-05-16 19:00:00",12,"A",17.8,7.2,9.3,64.04
"02336526","2011-05-14 15:15:00",3.6,"A",20.6,7.2,8,69.08
"02336360","2011-05-25 09:30:00",8.7,"A",22,7.1,NA,71.6
"02336526","2011-05-06 02:00:00",5.5,"A",17.9,7.1,8.5,64.22
"02336313","2011-05-29 13:15:00",0.82,"A",20.7,7.6,6.3,69.26
"02203700","2011-05-15 05:15:00",4.2,"A",20.2,6.8,4.3,68.36
"02336526","2011-05-07 00:15:00",4.8,"A e",19.9,7.4,9,67.82
"02336526","2011-05-05 06:00:00",6.4,"A",15.8,6.9,8.1,60.44
"02336526","2011-05-18 01:45:00",3.8,"A",16,8.1,10.3,60.8
"02203700","2011-05-13 10:00:00",4.4,"A",20.3,6.9,3.9,68.54
"02336526","2011-05-28 04:15:00",14,"A",21.8,7,7.3,71.24
"02336120","2011-05-07 18:00:00",18,"A",17.7,7.2,9.1,63.86
"02336313","2011-05-11 12:00:00",1,"A",20.2,7.2,6.8,68.36
"02203655","2011-05-20 02:45:00",8.8,"A",18.5,7,7.8,65.3
"02336526","2011-05-21 07:00:00",3.6,"A",20.6,7.8,6.9,69.08
"02336240","2011-05-19 03:30:00",9.9,"A",15.8,7.3,8.3,60.44
"02336728","2011-05-23 07:30:00",8.9,"A",21,7.1,7.4,69.8
"02336240","2011-05-18 00:45:00",11,"A",15.5,7.4,8.7,59.9
"02336360","2011-05-06 18:00:00",14,"A",17.6,7.2,9,63.68
"02336728","2011-05-02 15:45:00",15,"A e",20.6,7.1,8.4,69.08
"02337170","2011-05-16 18:00:00",1910,"A e",16.8,7,8.9,62.24
"02203655","2011-05-19 14:30:00",8.8,"A e",14.9,7,9,58.82
"02203655","2011-05-22 12:00:00",7.8,"A e",19.9,7,6.8,67.82
"02337170","2011-05-25 12:00:00",1730,"A",19.9,NA,8.7,67.82
"02336728","2011-05-05 03:00:00",28,"A e",17.4,6.9,8.2,63.32
"02336360","2011-05-22 14:45:00",9.8,"A",20.6,NA,7.9,69.08
"02336410","2011-05-22 15:30:00",14,"A",21.2,7.2,8.2,70.16
"02336120","2011-05-07 11:00:00",17,"A",15.8,7.1,8.5,60.44
"02336526","2011-05-29 19:00:00",5.7,"A",24.8,7.3,8.7,76.64
"02336360","2011-05-14 22:45:00",11,"A",22.8,7.3,8.3,73.04
"02203700","2011-05-18 12:00:00",4.4,"A",13.5,6.8,5.6,56.3
"02336120","2011-05-09 12:15:00",16,"A",18.5,7.1,8,65.3
"02336360","2011-05-07 13:30:00",14,"A e",15.4,7.1,8.6,59.72
"02336313","2011-05-30 20:30:00",0.73,"A",26.5,7.3,6.8,79.7
"02337170","2011-05-20 13:45:00",2410,"A e",14.6,7,9.9,58.28
"02336526","2011-05-24 01:30:00",3.1,"A",NA,9,9.8,NA
"02336526","2011-05-11 09:15:00",3.8,"A",21.5,7.1,6.4,70.7
"02203700","2011-05-21 23:45:00",3.9,"A",24.1,6.9,6,75.38
"02336360","2011-05-11 13:30:00",12,"A",21,7,7.5,69.8
"02336410","2011-05-22 06:00:00",14,"A e",21.5,7.2,7.3,70.7
"02336240","2011-05-30 15:30:00",11,"A",23.4,7,7.5,74.12
"02336240","2011-05-06 07:30:00",14,"A e",15,7.2,8.4,59
"02336410","2011-05-19 07:30:00",16,"A",15.4,7.2,8.9,59.72
"02336120","2011-05-13 06:15:00",13,"A e",22.5,7.1,7,72.5
"02336526","2011-05-23 17:30:00",3.5,"A e",22.8,8.2,10.7,73.04
"02336120","2011-05-01 08:45:00",17,"A e",18.5,7,7.8,65.3
"02203655","2011-05-04 09:00:00",91,"A",16.5,6.8,8,61.7
"02336526","2011-05-02 10:15:00",4.2,"A",19.4,7,6.9,66.92
"02203655","2011-05-06 09:30:00",12,"A e",NA,NA,7.9,NA
"02336313","2011-05-05 09:00:00",1.3,"A",13.9,6.9,8,57.02
"02336313","2011-05-15 02:45:00",0.98,"A",21.3,7.2,6.9,70.34
"02336240","2011-05-05 21:00:00",15,"A",17.7,7.2,8.8,63.86
"02337170","2011-05-04 02:15:00",5830,"A e",13.7,6.8,10.5,56.66
"02336728","2011-05-24 11:45:00",8.9,"A",20.6,7.1,7.5,69.08
"02336526","2011-05-04 05:45:00",80,"A",16.7,6.5,8.5,62.06
"02336300","2011-05-07 21:15:00",35,"A",20.6,7.2,8.5,69.08
"02337170","2011-05-16 06:15:00",1400,"A",16,6.9,8.9,60.8
"02336240","2011-05-21 09:45:00",9.2,"A e",18.3,7.2,7.6,64.94
"02337170","2011-05-06 21:30:00",7540,"A",12.8,6.8,10.5,55.04
"02203700","2011-05-12 23:00:00",4.6,"A e",26,7.1,7.9,78.8
"02203700","2011-05-10 05:45:00",4.9,"A",20.9,NA,3.5,69.62
"02336300","2011-05-16 18:15:00",25,"A",17.6,7.6,9,63.68
"02336526","2011-05-23 17:15:00",3.6,"A",22.6,8.1,10.4,72.68
"02336360","2011-05-24 22:15:00",9.1,"A",25.5,7.4,8.2,77.9
"02337170","2011-05-31 06:15:00",1270,"A",24.8,6.8,6.9,76.64
"02336120","2011-05-12 13:30:00",14,"A",21.4,7.2,7.5,70.52
"02336526","2011-05-25 20:45:00",2.8,"A",25.4,8.7,12.1,77.72
"02336728","2011-05-20 00:30:00",11,"A",18.9,7.2,8.7,66.02
"02336313","2011-05-21 22:30:00",0.98,"A",23.5,7.2,7.4,74.3
"02336410","2011-05-06 16:00:00",25,"A e",NA,7,8.8,NA
"02336240","2011-05-27 13:45:00",625,"A e",19.6,6.7,8.5,67.28
"02203700","2011-05-02 00:00:00",6.1,"A",22.5,7.1,8.6,72.5
"02203655","2011-05-29 22:15:00",11,"A e",23.4,6.7,6.9,74.12
"02336120","2011-05-23 10:30:00",11,"A e",21.4,7.1,7,70.52
"02337170","2011-05-27 16:30:00",7190,"A",20.5,6.3,5.8,68.9
"02336410","2011-05-26 01:00:00",11,"A e",24.5,7.3,7.2,76.1
"02336410","2011-05-30 00:45:00",16,"A",24.8,7,6.8,76.64
"02336313","2011-05-29 09:15:00",0.77,"A",21.1,7.5,6,69.98
"02337170","2011-05-12 14:15:00",5140,"A",15.8,6.8,9.4,60.44
"02336728","2011-05-25 13:30:00",8.2,"A",20.7,7,7.7,69.26
"02336120","2011-05-24 02:45:00",11,"A e",23.7,7.2,7,74.66
"02336120","2011-05-03 06:30:00",16,"A",20.4,7.1,7.5,68.72
"02336526","2011-05-05 21:15:00",5.7,"A",18.7,7.3,10.2,65.66
"02336728","2011-05-19 10:15:00",11,"A",14,7.1,9,57.2
"02336410","2011-05-15 21:45:00",16,"A",18.9,7.4,8.4,66.02
"02203700","2011-05-21 01:30:00",5.1,"A",22.1,6.9,5.4,71.78
"02336526","2011-05-05 07:00:00",6.4,"A e",15.3,6.9,8.2,59.54
"02203700","2011-05-18 10:30:00",4.4,"A",13.6,6.8,5.4,56.48
"02336313","2011-05-01 05:15:00",1,"A e",19,7,6.4,66.2
"02336360","2011-05-06 12:00:00",14,"A",14.9,7,8.4,58.82
"02336120","2011-05-25 12:00:00",11,"A",21.6,7,6.9,70.88
"02336526","2011-05-11 01:15:00",4.6,"A",25.3,8,7.5,77.54
"02336313","2011-05-29 15:15:00",0.82,"A",22,7.4,6.6,71.6
"02336526","2011-05-17 21:15:00",3.6,"A",16.4,8.1,12.2,61.52
"02336313","2011-05-11 11:00:00",1,"A",20.3,7.2,6.6,68.54
"02337170","2011-05-24 21:45:00",2390,"A e",20.3,6.9,8.7,68.54
"02203655","2011-05-25 19:00:00",7.5,"A",23.3,7,6.6,73.94
"02336300","2011-05-01 22:30:00",33,"A",22.3,7.3,8,72.14
"02336526","2011-05-17 17:00:00",3.8,"A e",16,7.5,11,60.8
"02336526","2011-05-03 19:00:00",4,"A",22.9,7.3,10,73.22
"02336410","2011-05-25 21:15:00",11,"A",25.8,7.5,8.1,78.44
"02336300","2011-05-17 14:00:00",27,"A",15.4,7.5,8.6,59.72
"02337170","2011-05-22 03:45:00",3250,"A e",17.2,6.9,9.4,62.96
"02336313","2011-05-10 11:00:00",1,"A",19.4,7.2,6.8,66.92
"02203700","2011-05-08 06:45:00",5.1,"A e",17.4,7.1,4.3,63.32
"02336313","2011-05-08 11:30:00",1.1,"A e",15.9,7.2,7.7,60.62
"02336240","2011-05-04 08:30:00",164,"A e",16.8,7,8.8,62.24
"02337170","2011-05-26 01:15:00",1700,"A",21,7.1,8.8,69.8
"02336240","2011-05-18 13:15:00",11,"A",13.6,7.3,9,56.48
"02336360","2011-05-11 11:30:00",12,"A",21.1,6.9,7.2,69.98
"02337170","2011-05-28 11:30:00",2760,"A",20.3,6.6,7.4,68.54
"02336410","2011-05-18 04:45:00",15,"A",15.3,7.2,9,59.54
"02203700","2011-05-13 11:45:00",4.4,"A",19.9,6.9,4.7,67.82
"02336360","2011-05-07 13:45:00",13,"A",15.4,7.1,8.6,59.72
"02336240","2011-05-11 10:45:00",11,"A",20.6,7.1,7.2,69.08
"02336360","2011-05-17 00:00:00",11,"A e",NA,7.3,9.2,NA
"02336120","2011-05-08 03:00:00",17,"A",18.6,7.1,8.2,65.48
"02336313","2011-05-09 20:15:00",1,"A",23.7,7.3,8.5,74.66
"02336360","2011-05-24 20:15:00",9.1,"A",25.7,7.5,9,78.26
"02336526","2011-05-30 11:30:00",5.5,"A",22.5,7.2,7.1,72.5
"02336313","2011-05-08 10:15:00",1.1,"A",16.1,7.2,7.7,60.98
"02203700","2011-05-23 08:30:00",3.9,"A",21,6.8,4.2,69.8
"02336526","2011-05-04 00:30:00",67,"A",19.5,7,8.1,67.1
"02337170","2011-05-23 02:45:00",1410,"A",20.1,6.8,8.6,68.18
"02336410","2011-05-04 18:30:00",64,"A",18.2,6.9,8.5,64.76
"02336240","2011-05-09 03:45:00",12,"A",19.1,7.2,7.6,66.38
"02203700","2011-05-15 18:45:00",4.6,"A",19.3,7.2,10.2,66.74
"02336410","2011-05-05 19:45:00",29,"A",17.3,7.1,9.2,63.14
"02336300","2011-05-25 01:15:00",21,"A",25.3,7.4,7.1,77.54
"02336120","2011-05-04 12:45:00",99,"A",16.5,6.5,8.3,61.7
"02336313","2011-05-08 10:45:00",1.1,"A e",16,7.2,7.6,60.8
"02336410","2011-05-08 19:15:00",21,"A",20.2,7.2,8.9,68.36
"02336120","2011-05-26 23:45:00",352,"A",22.8,6.6,7.2,73.04
"02336360","2011-05-17 07:30:00",11,"A",16.1,7.1,8.4,60.98
"02337170","2011-05-08 08:30:00",1780,"A",15.4,6.9,NA,59.72
"02336526","2011-05-13 21:00:00",3.6,"A",24.2,8.3,11.6,75.56
"02336410","2011-05-21 01:45:00",14,"A",20.6,7.3,7.9,69.08
"02336526","2011-05-13 07:00:00",3.6,"A",22.8,7.3,6.1,73.04
"02203700","2011-05-22 21:00:00",3.9,"A",26.2,7,8.4,79.16
"02336313","2011-05-23 23:45:00",0.93,"A e",24.6,7.2,6.7,76.28
"02336410","2011-05-12 00:00:00",17,"A e",NA,7.2,7.4,NA
"02336300","2011-05-08 21:00:00",33,"A e",21.2,7.3,8.1,70.16
"02203655","2011-05-20 08:30:00",8.2,"A e",17.7,7,7.5,63.86
"02203655","2011-05-28 06:00:00",29,"A",21.2,6.4,7,70.16
"02336360","2011-05-16 09:00:00",11,"A e",17.2,7.1,8.1,62.96
"02336120","2011-05-19 17:15:00",12,"A e",16.7,NA,9.2,62.06
"02336526","2011-05-29 21:45:00",5.5,"A e",26.6,7.4,8.5,79.88
"02336240","2011-05-11 20:30:00",11,"A",25.3,7.3,8.6,77.54
"02336240","2011-05-19 14:30:00",9.9,"A",15,7.3,NA,59
"02336120","2011-05-09 20:15:00",16,"A",22.1,7.3,8.9,71.78
"02336410","2011-05-23 22:15:00",13,"A",24.7,7.4,8.3,76.46
"02336360","2011-05-28 06:00:00",15,"A",22.3,6.8,6.7,72.14
"02203655","2011-06-01 02:00:00",8.8,"A e",25,7,6.2,77
"02203700","2011-05-18 00:45:00",4.6,"A",16.2,6.9,6.3,61.16
"02336526","2011-05-11 10:15:00",4,"A e",21.1,7,6.5,69.98
"02336360","2011-05-12 18:15:00",11,"A e",24.3,7.3,9.1,75.74
"02336300","2011-05-17 04:30:00",27,"A",16.8,7.5,7.9,62.24
"02203700","2011-05-20 10:45:00",4,"A",16.6,6.9,5.2,61.88
"02336300","2011-05-25 17:15:00",19,"A",24.6,7.4,8.3,76.28
"02203700","2011-05-25 00:45:00",3.5,"A",24.6,6.9,5.4,76.28
"02336120","2011-05-27 20:15:00",98,"A",22.4,6.5,7.2,72.32
"02336120","2011-05-31 00:30:00",13,"A",26,7,6.9,78.8
"02336313","2011-05-28 22:15:00",0.82,"A",24.9,7.3,6,76.82
"02336526","2011-05-22 16:45:00",3.6,"A e",21.8,7.9,9.9,71.24
"02336120","2011-05-27 12:45:00",833,"A e",20.4,6.2,7,68.72
"02336360","2011-05-30 04:15:00",7.2,"A",24.3,6.9,6.5,75.74
"02336728","2011-05-04 06:30:00",309,"A",17.8,6.6,8,64.04
"02203655","2011-05-02 22:00:00",11,"A e",21.1,7.2,7,69.98
"02336313","2011-05-10 16:30:00",1,"A",23.2,7.2,8.9,73.76
"02336410","2011-05-25 12:30:00",12,"A",21.6,7.2,7,70.88
"02336728","2011-05-13 18:15:00",12,"A",24.2,7.3,8.6,75.56
"02336313","2011-05-06 08:15:00",1.2,"A",14.6,7,8.2,58.28
"02336120","2011-05-31 22:30:00",12,"A",NA,7.1,7.6,NA
"02336526","2011-05-26 20:15:00",2.7,"A",25,8.5,11.6,77
"02336313","2011-05-10 06:15:00",1,"A",20.7,7.2,6.8,69.26
"02336300","2011-05-02 17:30:00",32,"A",21.4,7.3,8.1,70.52
"02336300","2011-05-23 02:30:00",23,"A e",24.4,7.3,6.9,75.92
"02336526","2011-05-06 07:15:00",5.2,"A",15.5,7,8.3,59.9
"02336526","2011-05-20 14:45:00",3.6,"A",17.2,7.6,8.9,62.96
"02336313","2011-05-15 17:45:00",1,"A",18.7,7.3,8.9,65.66
"02336300","2011-05-24 19:15:00",20,"A",25.8,7.6,8.9,78.44
"02336410","2011-05-07 21:45:00",22,"A",19.1,7.1,8.8,66.38
"02203655","2011-05-06 04:15:00",13,"A",17.2,7.2,7.7,62.96
"02336120","2011-05-28 04:15:00",46,"A",22.1,6.6,7,71.78
"02336410","2011-05-24 06:00:00",14,"A",22.8,7.2,6.9,73.04
"02203655","2011-05-29 15:30:00",12,"A e",21,6.7,6.9,69.8
"02336300","2011-05-19 05:30:00",27,"A",NA,7.4,8.2,NA
"02203655","2011-05-25 20:30:00",7.5,"A",23.4,6.9,6.3,74.12
"02336526","2011-05-20 09:15:00",3.6,"A",17.7,7.6,7.4,63.86
"02336120","2011-05-08 17:00:00",17,"A",18.3,7.2,8.9,64.94
"02336300","2011-05-03 06:45:00",31,"A",20.9,7.2,6.8,69.62
"02336728","2011-05-21 22:45:00",10,"A",24,7.3,8.3,75.2
"02336410","2011-05-13 21:15:00",16,"A",23.9,7.4,8.7,75.02
"02203700","2011-05-01 07:45:00",6.4,"A e",18,7,6.7,64.4
"02336313","2011-05-11 22:45:00",0.98,"A",25.1,7.2,7,77.18
"02336240","2011-05-28 21:15:00",19,"A",23.8,7,7.2,74.84
"02336313","2011-05-02 21:30:00",1,"A",23.3,7.1,6.8,73.94
"02336300","2011-05-15 11:45:00",27,"A",19.1,7.4,7.1,66.38
"02336526","2011-05-14 18:30:00",3.8,"A e",22.5,7.6,10.6,72.5
"02336120","2011-05-14 10:30:00",13,"A",20.8,7.2,7.2,69.44
"02337170","2011-05-29 06:00:00",2150,"A",21.5,6.8,7.4,70.7
"02336313","2011-05-07 14:45:00",1.1,"A e",16.6,7.2,9.1,61.88
"02337170","2011-05-31 18:00:00",1260,"A",24.6,6.9,7.2,76.28
"02203700","2011-05-20 07:00:00",4,"A",17.6,6.8,5,63.68
"02336526","2011-05-30 12:15:00",5.2,"A",22.4,7.2,7.2,72.32
"02337170","2011-05-28 23:45:00",2610,"A",21.8,6.8,7.5,71.24
"02336313","2011-05-12 07:15:00",0.98,"A",21.8,7.2,6.2,71.24
"02336313","2011-05-17 06:30:00",1,"A",15.7,7.2,6.8,60.26
"02336360","2011-05-30 19:00:00",6.6,"A",26.5,7.1,7.8,79.7
"02336120","2011-05-30 01:30:00",16,"A",25.3,6.9,6.8,77.54
"02336360","2011-05-05 06:15:00",19,"A",16.9,6.9,8,62.42
"02336240","2011-05-30 09:15:00",12,"A",22.4,7,7,72.32
"02336300","2011-05-09 13:30:00",32,"A",18.9,7.3,7.8,66.02
"02336360","2011-05-22 03:45:00",9.8,"A",21.8,7.1,7,71.24
"02336240","2011-05-05 20:00:00",15,"A",17.8,7.2,8.9,64.04
"02336120","2011-05-18 23:45:00",14,"A",17.5,7.3,9.1,63.5
"02336313","2011-05-29 02:45:00",0.82,"A e",23.5,7.4,5.8,74.3
"02336120","2011-05-22 09:45:00",11,"A",20.4,7.1,7.2,68.72
"02336240","2011-05-16 09:15:00",10,"A",16.7,7.3,8,62.06
"02336313","2011-05-14 03:45:00",0.93,"A",22.3,7.2,6.6,72.14
"02336410","2011-05-28 19:00:00",25,"A",24.1,7.1,7.6,75.38
"02337170","2011-05-15 21:00:00",2070,"A",15.9,6.9,9.3,60.62
"02203700","2011-05-12 10:45:00",4.6,"A",20.3,6.8,3.7,68.54
"02336728","2011-05-31 08:00:00",13,"A",23,7,7.3,73.4
"02203700","2011-05-07 05:30:00",5.3,"A",16.8,7,5.7,62.24
"02203700","2011-05-14 21:00:00",4.4,"A",23.5,7.2,9.4,74.3
"02336313","2011-05-24 01:30:00",0.87,"A e",24,7.1,6,75.2
"02336728","2011-05-02 19:15:00",16,"A",22.6,7.2,8.6,72.68
"02336526","2011-05-08 07:00:00",4.6,"A",17.9,7.1,7.7,64.22
"02203655","2011-05-03 13:30:00",11,"A e",19.2,7.1,7,66.56
"02337170","2011-05-04 22:00:00",7360,"A",15.3,NA,9.3,59.54
"02336410","2011-05-01 05:30:00",22,"A",19.4,6.8,7.6,66.92
"02336728","2011-05-22 07:15:00",9.3,"A",20,7.1,7.7,68
"02203700","2011-05-02 03:45:00",6.1,"A e",20.6,7,6.5,69.08
"02336120","2011-05-13 08:00:00",13,"A",22,7.1,7,71.6
"02336526","2011-05-19 13:00:00",3.8,"A",14.3,7.5,8.6,57.74
"02337170","2011-05-14 23:45:00",5450,"A",15.2,6.8,9.6,59.36
"02336240","2011-05-14 09:30:00",10,"A",20.6,7.2,7.1,69.08
"02336360","2011-05-30 10:15:00",6.9,"A",23.3,6.9,6.6,73.94
"02336300","2011-05-01 06:15:00",34,"A",19.6,7.2,7.1,67.28
"02336728","2011-05-22 20:45:00",9.3,"A",25.6,7.3,8.7,78.08
"02336360","2011-05-19 02:00:00",10,"A e",16.3,7.2,9,61.34
"02337170","2011-05-08 04:30:00",2180,"A",15.3,6.9,9.4,59.54
"02336728","2011-05-24 14:15:00",8.9,"A e",21.4,7.1,8.1,70.52
"02336728","2011-05-24 03:30:00",8.9,"A e",NA,7.1,7.2,NA
"02336120","2011-05-27 21:15:00",85,"A",22.6,6.5,7.2,72.68
"02336410","2011-05-11 16:30:00",17,"A",22.6,7.2,8.3,72.68
"02337170","2011-05-14 17:45:00",4470,"A",15.5,6.8,9.4,59.9
"02336300","2011-05-19 07:45:00",26,"A",15.7,7.4,8.2,60.26
"02337170","2011-05-17 03:30:00",1740,"A",16.1,7,9,60.98
"02203700","2011-05-04 21:30:00",24,"A",19.9,6.8,7.2,67.82
"02336120","2011-05-09 05:15:00",16,"A",19.2,7.1,7.8,66.56
"02337170","2011-05-02 07:45:00",3330,"A e",15.2,6.9,NA,59.36
"02336300","2011-05-23 16:15:00",22,"A",23.2,7.5,8.2,73.76
"02203655","2011-05-04 10:00:00",74,"A e",16.2,6.9,8,61.16
"02336120","2011-05-13 17:30:00",13,"A",22.7,7.3,8.3,72.86
"02336526","2011-05-11 16:30:00",4,"A",22.1,7.3,9.4,71.78
"02336728","2011-05-22 12:15:00",9.3,"A",19.4,7.1,7.7,66.92
"02336120","2011-05-10 05:00:00",16,"A",NA,7.1,7.6,NA
"02336526","2011-05-26 06:30:00",3.5,"A",23.5,7.6,6.3,74.3
"02336240","2011-05-12 01:15:00",11,"A",23.5,7.2,6.9,74.3
"02336120","2011-05-06 00:00:00",22,"A e",17.7,7,8.6,63.86
"02337170","2011-05-03 04:30:00",4020,"A",15.2,6.8,10,59.36
"02203700","2011-05-26 00:45:00",3.7,"A",25,6.9,5.4,77
"02336410","2011-05-30 10:45:00",14,"A",23.3,7,6.6,73.94
"02336410","2011-05-26 12:45:00",11,"A",22.5,7.2,7,72.5
"02336728","2011-05-14 05:30:00",12,"A",20.9,7.2,7.5,69.62
"02336526","2011-05-03 17:45:00",4.2,"A",22.2,7.2,NA,71.96
"02336313","2011-05-18 02:45:00",0.98,"A e",15.8,7.1,7.7,60.44
"02336120","2011-05-21 05:15:00",12,"A",20.1,6.7,7.5,68.18
"02337170","2011-05-10 22:30:00",4340,"A",21,6.8,8.3,69.8
"02203655","2011-05-19 15:15:00",9.2,"A",15.2,7.1,9.1,59.36
"02336410","2011-05-31 19:00:00",11,"A",26.9,7.2,7.7,80.42
"02336120","2011-05-02 12:15:00",16,"A",19,7,7.7,66.2
"02336300","2011-05-24 13:45:00",21,"A",22.2,7.4,7.1,71.96
"02337170","2011-05-20 17:30:00",2520,"A",15.8,7,9.6,60.44
